Observación;MUESTRA;PROYECTO;TIPO PELIGRO;PELIGRO ESPECIFICO;LONGITUD;LATITUD
220;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.67131228;-14.07270348
221;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.56253308;-14.06962331
222;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.2855191;-14.12968881
223;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.1809412;-14.0458671
224;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.19682101;-14.07899281
225;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.21094469;-14.39835952
226;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-72.38975821;-15.47431996
227;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.09997951;-14.74303058
228;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.00535863;-14.61298732
229;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.06536773;-14.76446365
230;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.18621956;-14.05727683
231;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.3179586;-14.21236264
232;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-73.2504177;-14.49042955
233;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Mov. Complejo;Caída De Roca - Flujo de Detrito;-70.34096684;-16.01586899
234;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-69.86043517;-16.76035319
235;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.29763438;-16.27854478
236;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.43417105;-16.6286193
237;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.04091155;-16.55076547
238;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.43862003;-16.19606278
239;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.45433421;-16.65038879
240;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Caída de Roca;-69.75901302;-17.19672494
241;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.90685933;-16.7589069
242;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-69.54458312;-16.68132159
243;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-70.25244211;-16.33386943
244;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-69.42487693;-16.9650352
245;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-69.36248726;-16.80605137
246;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.70757277;-16.91954366
247;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.72594634;-16.77852394
248;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.73323952;-16.81095755
249;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.71575113;-16.86715197
250;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.36690167;-16.91493356
251;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.36787807;-16.90031498
252;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.70975531;-16.62223784
253;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.65567376;-16.42961285
254;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-69.65674465;-16.42217899
255;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.32708545;-15.23310137
256;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-73.92643135;-15.7683082
257;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-74.41841294;-15.44732998
258;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-74.36356736;-15.43253393
259;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-73.28113637;-14.27397644
260;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-75.00603078;-14.44371594
261;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-75.03629977;-14.46673326
262;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-74.62543188;-15.47421122
263;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.57844438;-15.88639821
264;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.28337327;-15.67793065
265;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.9320976;-15.21512177
266;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-73.18046396;-14.00644041
267;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-73.32356934;-14.16375722
268;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-73.16704378;-14.36354772
269;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-75.16494755;-14.40750077
270;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-74.50203917;-14.04199099
271;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.12986548;-14.50688115
272;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.1563145;-14.14156262
273;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.0909624;-14.48847264
274;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.78778169;-14.99504754
275;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.39944962;-15.33845351
276;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.30556763;-15.36186186
277;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.55088105;-15.91876157
278;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.32531593;-15.52342693
279;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.03329599;-14.53872183
280;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.06405038;-14.07831575
281;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.56188756;-15.84212563
282;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.56399463;-15.26950764
283;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.80276402;-14.54028796
284;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.49317041;-15.13597129
285;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.49213052;-15.13491118
286;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.0396583;-14.24729564
287;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.8670074;-14.10325018
288;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.95498344;-14.38351415
289;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.01878461;-14.0642578
290;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.91486902;-14.25836338
291;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.91624575;-14.24563302
292;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.98154038;-14.28352309
293;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.81222681;-14.97886898
294;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.2544981;-14.49782263
295;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.89431769;-15.17843813
296;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.52532317;-15.65736975
297;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.50643354;-15.64820342
298;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.10009612;-15.77757885
299;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.08709499;-15.71746899
300;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.47662741;-16.0001058
301;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.47601793;-15.92728403
302;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.38194549;-15.26000568
303;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.38993808;-15.46443121
304;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.57949809;-15.88570539
305;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.01586371;-15.62348677
306;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.60116365;-15.87459152
307;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.06834562;-15.77988025
308;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-72.68677026;-14.19360983
309;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-72.69169032;-14.42374076
310;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Reptacion;Reptación de Suelo;-72.13882376;-14.31318527
311;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.95036343;-15.06330131
312;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.22166371;-14.74123895
313;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.14513605;-14.16893304
314;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.22598997;-14.30309007
315;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-73.89085;-14.37271745
316;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-75.04651808;-14.1157207
317;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.51247329;-14.79290218
318;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.00661835;-15.84076812
319;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.04765735;-15.80200444
320;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.61739773;-14.08324494
321;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-74.053075;-15.8483713
322;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-73.86909215;-15.74606191
323;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-73.34157418;-15.78311989
324;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-74.48754966;-15.12787613
325;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-75.21681386;-14.65603786
326;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-73.18489247;-14.02594137
327;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-73.17739721;-14.00798997
328;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-73.16535136;-14.36190785
329;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-75.03435931;-14.09249406
330;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.81395962;-13.04331352
331;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.82379863;-13.05926258
332;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.85754328;-13.35442305
333;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.92144826;-13.41169861
334;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.89101333;-13.38882806
335;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.86539022;-13.35922888
336;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.79597231;-13.35734686
337;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.69994339;-13.36106717
338;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.67093982;-13.43323393
339;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.52918318;-13.11948706
340;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.57471952;-13.338879
341;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.64365498;-13.34933868
342;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.63413307;-13.33783234
343;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.63297576;-13.3337345
344;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.58837455;-13.34013127
345;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.58763593;-13.3618315
346;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.57266395;-13.35257455
347;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.23395112;-12.06131857
348;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.02322489;-12.44686501
349;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.03951566;-12.41177588
350;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.16954813;-12.21678268
351;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.12569907;-12.36134331
352;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.12257117;-12.38028104
353;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.48110216;-12.79280991
354;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.49350916;-12.78547341
355;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.39991678;-12.71648223
356;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.43497342;-12.68295725
357;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.53832065;-12.74628358
358;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.94415242;-12.63147366
359;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-74.93460412;-12.62919266
360;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.82626065;-12.02185083
361;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.57232312;-12.52781441
362;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-76.67743693;-12.62003249
363;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Caida;Derrumbe;-75.17309444;-12.46521323
364;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.95858511;-15.22928852
365;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.47858171;-15.90586969
366;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.42800637;-14.85834351
367;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-72.36686714;-14.9325879
368;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Mov. Complejo;Derrumbe - Deslizamiento - Flujo;-74.26264743;-14.6202533
369;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Flujo;Flujo de Detrito;-74.89417516;-14.8090415
370;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-73.8395648;-14.97392044
371;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-74.19961857;-14.63926603
372;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-74.10600618;-14.75043097
373;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-72.08669505;-15.12820461
374;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.75634012;-15.00784954
375;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.75421841;-15.00325498
376;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-74.27432916;-14.60001123
377;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-74.23584521;-14.62744484
378;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.09856665;-14.40035908
379;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.27457453;-14.08541862
380;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.95705725;-14.41823834
381;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.96813409;-14.26184209
382;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-74.81862202;-14.40945981
383;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.19420423;-14.62387857
384;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.82078375;-14.98193261
385;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-72.85531317;-15.7860694
386;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-74.7516043;-14.85806226
387;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-74.24292574;-14.72850781
388;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-74.23584521;-14.62744484
389;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.20963966;-14.42441782
390;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.95498344;-14.38351415
391;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-73.79309235;-14.99163169
392;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-72.50893222;-15.69431091
393;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-72.04779757;-15.05626646
394;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento;-71.94244029;-15.53514954
395;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.47698747;-15.76598346
396;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.48073237;-15.75353405
397;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-73.78141729;-15.04484796
398;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-73.81555951;-14.98327954
399;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-72.59678624;-14.09807439
400;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Rotacional;-72.96459126;-14.39446254
401;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.91971726;-14.42879884
402;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.55526124;-14.07718401
403;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-73.73447989;-15.09693756
404;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-74.16519895;-15.86978624
405;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-74.41087819;-14.57967357
406;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-74.41326942;-14.56359538
407;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-73.77590859;-14.07069403
408;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-74.68564527;-14.36033296
409;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.28092997;-15.50249911
410;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.87914947;-15.19362036
411;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.10502572;-15.23070812
412;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.02837054;-14.62390173
413;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión Fluvial;-72.29002472;-14.13455421
414;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-74.63784817;-15.50163418
415;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.80218268;-15.14513917
416;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.67429089;-14.18680282
417;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.82219551;-15.15383554
418;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.72011872;-15.07755697
419;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.86435196;-15.23918249
420;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.71366474;-15.89792607
421;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.12746882;-15.6945872
422;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.12601295;-15.6920394
423;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.4884931;-15.63932658
424;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.46211429;-15.65419832
425;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.88518623;-14.36503906
426;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Deslizamiento;Deslizamiento Traslacional;-72.5528469;-14.04311704
427;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.55554666;-14.74899604
428;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.62245036;-14.57053658
429;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.90735039;-15.18716173
430;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.86470632;-15.80685247
431;Peligros;Estudio Riesgos Geológicos -  Franjas 1,2,3,4;Otro Peligro;Erosión de Ladera;-72.93173152;-15.7865207
