Observación;MUESTRA;PROYECTO;TIPO PELIGRO;PELIGRO ESPECIFICO;LONGITUD;LATITUD
1419;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-76.93351194;-10.00660211
1420;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-76.93909635;-10.0255529
1421;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-78.04793717;-8.542252399
1422;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-78.05898023;-8.542462919
1423;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.0631165;-8.537995448
1424;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-78.05763265;-8.539489582
1425;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-78.087297;-8.508763098
1426;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.15397938;-8.500312898
1427;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;;-78.188437;-8.515380598
1428;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-74.51122032;-8.471886063
1429;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-74.50998413;-8.414774154
1430;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-75.68155789;-9.06989666
1431;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.78210115;-9.140421326
1432;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.67474542;-9.066526668
1433;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.76575385;-9.15635597
1434;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.76069709;-9.153725701
1435;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Derrumbe;-75.75136686;-9.135620437
1436;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.7444733;-9.13353636
1437;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-75.74940231;-9.12748464
1438;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.7480442;-9.117719601
1439;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-75.74503688;-9.106890697
1440;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-75.74394753;-9.099368057
1441;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.47244898;-9.63034073
1442;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.43750582;-9.772433623
1443;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Alud ó Avalancha;-77.48926005;-9.625502675
1444;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.76696273;-9.954960678
1445;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.85850924;-9.017350503
1446;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.25316826;-8.94970649
1447;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;;-77.48274764;-8.825786648
1448;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.8397585;-8.894139228
1449;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;;-77.51376461;-8.572547656
1450;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.38640428;-10.45642566
1451;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;;-77.15745265;-10.24435491
1452;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.42299431;-10.52761186
1453;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.23276939;-8.904660008
1454;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.0742052;-9.970319168
1455;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.40797473;-9.061248105
1456;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-77.82960402;-9.927333441
1457;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.62073529;-8.549245571
1458;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Avalancha de Roca;-77.65991222;-8.569760859
1459;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.882041;-8.226667948
1460;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-77.87866926;-8.176532912
1461;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento;-77.79516639;-8.188431232
1462;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Avalancha de Roca;-77.7801854;-8.250877469
1463;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Avalancha de Roca;-77.76738765;-8.236509692
1464;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento;-77.9358232;-8.203015833
1465;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento;-77.6806283;-8.415557121
1466;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-77.50439068;-10.63746355
1467;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-77.66833331;-10.5100634
1468;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;Deslizamiento - Derrumbe;-77.57051529;-10.00622801
1469;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.62061432;-10.06836328
1470;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-77.56874326;-10.16564471
1471;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.20843808;-8.53939531
1472;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.20862015;-8.548052134
1473;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.20940599;-8.564772519
1474;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.2021018;-8.570592373
1475;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Avalancha de Roca;-78.19799825;-8.589246754
1476;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.02227504;-8.674198416
1477;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.02567013;-8.673068612
1478;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.02897566;-8.675244358
1479;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.058448;-8.660765786
1480;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.08253541;-8.656885206
1481;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.08938075;-8.660388402
1482;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;Avalancha de Roca;-78.14050823;-8.674037043
1483;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.11831401;-8.66754605
1484;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.16180929;-8.678713413
1485;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.17894451;-8.694199587
1486;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.19117873;-8.510286704
1487;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.19137664;-8.670801038
1488;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-78.19911387;-8.668147444
1489;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;;-75.7261825;-9.089238034
1490;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.71905598;-9.083897883
1491;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-75.69994895;-9.080154453
1492;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-75.66117403;-9.059017397
1493;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.5137647;-9.068416254
1494;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.56748994;-9.099034289
1495;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.51489988;-9.060455313
1496;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Derrumbe;-75.50662169;-9.055437999
1497;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-75.50707762;-9.030130212
1498;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-75.62156329;-9.104825041
1499;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.56885975;-9.153751996
1500;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Flujo;;-75.71797944;-9.08248908
1501;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.54841406;-9.175038353
1502;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.54807116;-9.247847827
1503;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Inundación Fluvial;-75.50168415;-9.278215181
1504;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;;-77.65266238;-9.793701416
1505;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.78695531;-9.048618685
1506;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.47920611;-8.563734059
1507;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;;-77.59975684;-10.0139792
1508;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-77.58008262;-10.13639692
1509;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Arenamiento;-78.15505905;-9.909587095
1510;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.11600289;-8.321008935
1511;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Reptacion;Reptación de Suelo;-77.47108934;-8.711543939
1512;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-77.87464744;-9.972570699
1513;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Rotacional;-77.42073201;-8.823543928
1514;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Reptacion;Reptación de Suelo;-77.38592371;-8.886967056
1515;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Mov. Complejo;;-77.87082869;-8.612518313
1516;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Deslizamiento;Deslizamiento Traslacional;-77.61608566;-8.533011809
1517;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Caida;Caída de Roca;-78.10427154;-8.661305599
1518;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión de Ladera;-78.04812779;-8.427073162
1519;Peligros;Estudio de Riesgos Geológicos en las Regiones de Ancash, Huánuco y Ucayali;Otro Peligro;Erosión Fluvial;-77.61140848;-10.31390646
